symbol,curr_id,industry,sector,employees,equity_type,isin,description
HMG,989495,Capital Markets,Financial,168,ORD,VN000000HMG1,"Vnsteel - Hanoi Steel Corporation (HNSteel), formerly Hanoi Steel Corporation, is a Vietnam-based company primarily engaged in the wholesale of steel and steel materials. Its leading products include pig iron, steel billets, scrap steels, steel tubes, steel sheets, construction steels and shaped steels, among others. The Company is also involved in the leasing of warehousing and self-storage facilities, as well as manufacturing buildings."
VOC,989637,Food Products,Consumer Staples,330,ORD,VN000000VOC7,"Viet Nam Vegetable Oils Industry Corporation (Vocarimex) is a Vietnam-based company primarily engaged in vegetable oil sector. Its leading business activities are the wholesale of unrefined vegetable oil kernels and other raw materials for vegetable oil processing, the refining and blending of vegetable cooking oils, as well as the manufacture of paper packaging and plastic containers for finished vegetable oil products. The Company also operates as a port operator, warehousing and storage facilities supplier and office space lessor."
ROS,987188,Construction & Engineering,Industrials,230,ORD,VN000000ROS1,"FLC Faros Construction JSC is a Vietnam-based company primarily engaged in the construction sector. The Company is involved in the construction of civil and industrial structures, infrastructures for urban areas and industrial zones, along with traffic and irrigation structures. It also provides engineering, management and consulting services, together with interior design and architectural services for construction projects. In addition, the Company is engaged in the development of residential, institutional, office, hotel and resort projects."
FDG,986637,Trading Companies & Distributors,Industrials,1100,ORD,VN000000FDG4,"Dongthap Trading Corporation (Docimexco) is a Vietnam-based company primarily engaged in food processing sector. Its leading business activities are the milling, processing and trading of rice, corn, cassava, pepper and other agricultural products. The Company, via its subsidiaries, is also involved in the manufacture of bio-fertilizers, together with the wholesale of fertilizers, pesticides and insecticides, among others. Besides, Docimexco partakes in the leasing of land, offices, warehouses and other related facilities, as well as the construction of industrial buildings and structures."
BSP,986438,Beverages (Alcoholic),Consumer/Non-Cyclical,-,ORD,VN000000BSP2,Saigon - Phutho BeerJoint Stock Company is a Vietnam-based brewer. The Company's leading activity is the production and distribution of Saigon branded canned beer.
RAT,986439,Road & Rail,Industrials,-,ORD,VN000000RAT8,"Railway Transport and Trade Joint Stock Company engages in goods transportation. Its services include transportation of goods and passengers, tourism, hotels, restaurant, exportation and importation, and advertisement. The company is based in Hanoi, Vietnam. Railway Transport and Trade Joint Stock Company operates as a subsidiary of Vietnam Railway Corp."
ATG,986437,Metals & Mining,Materials,-,ORD,VN000000ATG1,"An Truong An JSC is a Vietnam-based company primarily engaged in the wholesale trading of metals, specifically, iron and steels. Its other business activities include the mining of titanium and construction sand, as well as the quarrying of construction stones. The Company is also involved in the development of industrial zone infrastructures, accommodation facilities and resorts; the leasing of automobile showroom spaces; and the operation of hotels, restaurants and convention centers. In addition, it is engaged in the wholesaling of agricultural products and construction materials."
KSV,986225,Metal Mining,Basic Materials,-,ORD,VN000000KSV1,"Vinacomin - Minerals Holding Corporation (Vimico) is a Vietnam-based company primarily engaged in the mining sector. Its leading business activities include the mining of various categories of metal ores, such as copper, iron, zinc, gold and silver, among others. The Company, along with its subsidiaries, is also involved in the manufacturing of sulfuric acid, the casting of pig iron and steels, the provision of logistics services, the trading of mining equipment and machinery, the offering of real estate related services, as well as the operation of tourism tours and accommodation facilities."
VNB,986055,Commercial Services & Supplies,Industrials,210,ORD,VN000000VNB1,"Viet Nam Books Joint Stock Company (Savina) is a Vietnam-based book publisher. The Company is primarily engaged in the publishing, printing and trading of books, which are of various categories and genres. Savina also partakes in the publishing of newspapers and periodicals, the wholesale of stationery and office supplies, the provision of commercial printing and photocopying services , as well as the promotion of performing arts events."
CTP,986224,Food Products,Consumer Staples,-,ORD,VN000000CTP8,"Minh Khang Capital Trading Public Joint Stock Company, formerly Thuong Phu Coffee Joint Stock Company, is a Vietnam-based company primarily engaged in the production of coffee. Its main products include Arabica roasted coffee beans and raw coffee beans, among others. The Company is also involved in the distribution of cassava starch."
